URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN m²,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS,TIMESTAMP
https://www.pararius.com/apartment-for-rent/amsterdam/ef731b4c/eerste-van-der-helststraat,Apartment Eerste Van der Helststraat 1 A14,1073 AA (Oude Pijp),1950,75,3,Furnished,"TO SCHEDULE A VIEWING, DO NOT CALL OR EMAIL BUT BOOK YOUR VIEWING AT THE LINK BELOW (remove the 'spacebar' between 'dot(.)' and 'com')",02-09-2022,16-10-2022,Specifics are not available,Upkeep is not available,195,Apartment,Existing building,1980,Location type is not available,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/ef731b4c/amsterdam/housingnet/request-details,2022-09-03
https://www.pararius.com/studio-for-rent/amsterdam/be6c7884/ridderspoorweg,Studio Ridderspoorweg,1032 LL (Noordelijke IJ-oevers West),1550,40,1,Furnished,"A fully furnished modern studio of 40 m2, located on the 2nd floor of a beautiful building with a lovely balcony (south) of 25 m2 in a trendy area of Amsterdam Noord.   ",02-09-2022,06-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Studio,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/be6c7884/amsterdam/propertymanager-amsterdam/request-details,2022-09-03
https://www.pararius.com/studio-for-rent/amsterdam/685ff180/maassluisstraat,Studio Maassluisstraat 256 A,1062 GL (Westlandgracht),1400,42,1,Furnished,Available from the 8th of September  ,02-09-2022,09-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Studio,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/685ff180/amsterdam/my-home-amsterdam/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/b570c21d/rapenburgerstraat,Apartment Rapenburgerstraat 73 E4,1011 VK (Nieuwmarkt/Lastage),2200,75,1,Upholstered,Amazing apartment for rent!,02-09-2022,15-09-2022,Specifics are not available,Upkeep is not available,169,Apartment,Existing building,1883,Location type is not available,1,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/b570c21d/amsterdam/parker-williams-real-estate-services/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/903a1528/kastelenstraat,Apartment Kastelenstraat 255 1,1082 EG (Buitenveldert-West),1800,75,4,Furnished,Please email for questions/viewings - max.2 people sharing or family  ,02-09-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,3,1,Number of floors is not available,Present,Not present,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/903a1528/amsterdam/earthrock-housing/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/ac60a674/kleiburg,Apartment Kleiburg 808,"1104 EA (Bijlmer Oost (E,G,K))",1550,70,3,Furnished,ENGLISH BELOW,02-09-2022,Not available to book,Specifics are not available,Good,219,Apartment,Existing building,2015,Location type is not available,2,1,1,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/ac60a674/amsterdam/viadaan-nijmegen/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/f748c8cf/govert-flinckstraat,Apartment Govert Flinckstraat 316 D,1073 CJ (Oude Pijp),3500,170,4,Upholstered,Details:,02-09-2022,03-10-2022,Specifics are not available,Upkeep is not available,510,Apartment,Existing building,1882,Location type is not available,3,1,1,Not present,Present,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/f748c8cf/amsterdam/amsterdam-housing/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/a55707c7/haparandaweg,Apartment Haparandaweg,1013 BD (Houthavens),1488,49,1,Interior is not available,Nice apartment for rent in Amsterdam in the Houthavens district.,02-09-2022,Not available to book,Specifics are not available,Excellent,127,Apartment,New development,2022,Location type is not available,Number of bedrooms is not available,Number of bathrooms is not available,1,Details of balcony is not available,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/a55707c7/amsterdam/wooove-b-v/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/cccdbb0c/bestevaerstraat,Apartment Bestevâerstraat,1056 HH (Geuzenbuurt),2750,97,6,Interior is not available,Lovely apartment for rent in Amsterdam with 4 bedrooms in the Geuzenbuurt district.,02-09-2022,Not available to book,Specifics are not available,Good,309,Apartment,Existing building,1922,Location type is not available,4,1,1,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/cccdbb0c/amsterdam/tolsma-vastgoed-beheer/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/a22189dd/gustav-mahlerlaan,Apartment Gustav Mahlerlaan 240,1082 ME (Zuidas),3500,117,3,Furnished,Details:,02-09-2022,03-10-2022,Specifics are not available,Upkeep is not available,290,Apartment,Existing building,2008,Near public transportation,2,2,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/a22189dd/amsterdam/amsterdam-housing/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/f91dcf4a/osdorpplein,Apartment Osdorpplein,1068 TD (Osdorp-Oost),1900,73,3,Interior is not available,Beautiful apartment for rent in Amsterdam with 2 bedrooms in the Osdorp-Oost district.,02-09-2022,Not available to book,Specifics are not available,Good,220,Apartment,Existing building,2011-2020,Location type is not available,2,Number of bathrooms is not available,1,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/f91dcf4a/amsterdam/rebid/request-details,2022-09-03
https://www.pararius.com/house-for-rent/amsterdam/be8298f2/tolstraat,House Tolstraat,1073 SC (Zuid Pijp),2500,82,3,Furnished,"This attractive apartment, in one of the most desirable neighborhoods of Amsterdam, has a net area of ??82m2. It has a terrace of 20m² which is directly accessible from the living room. The terrace is south-facing and overlooks the cozy courtyard gardens, but still offers sufficient privacy. The apartment has recently been completely renovated and now meets all modern conveniences and has received an energy A-Label after the renovation",02-09-2022,01-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,House,Existing building,1912,Location type is not available,1,1,Number of floors is not available,Details of balcony is not available,Present (25 m²),Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/be8298f2/amsterdam/123wonen-amsterdam/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/8f0df962/van-leijenberghlaan,Apartment Van Leijenberghlaan 151,1082 GD (Buitenveldert-Oost),2100,128,4,Upholstered,Please request a viewing on our own website.,02-09-2022,10-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,3,1,Number of floors is not available,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/8f0df962/amsterdam/liv-residential-amsterdam-4/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/be716b7f/hoofdweg,Apartment Hoofdweg,1056 CR (Van Galenbuurt),2500,83,4,Furnished,"For rent from 1 OCTOBER via Home of Orange: stylish and luxurious, furnished apartment on the 3rd and 4th floor (83 m2) with 2 bedrooms, an office/study, a walk-in closet and a sunny balcony in the trendy area ‘De Baarsjes",02-09-2022,Not available to book,Specifics are not available,Excellent,230,Apartment,Existing building,1921,Location type is not available,2,Number of bathrooms is not available,1,Details of balcony is not available,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/be716b7f/amsterdam/home-of-orange/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/75b186c2/amazonenstraat,Apartment Amazonenstraat,1076 LL (Stadionbuurt),2475,78,3,Furnished,Interested?,02-09-2022,03-10-2022,Specifics are not available,Good,210,Apartment,Existing building,1930,Location type is not available,1,1,1,Details of balcony is not available,Present (30 m²),Present,Details of description of the storage is not available,No,https://www.pararius.com/contact/75b186c2/amsterdam/inxxx-rentals/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/ac4ef272/paramariboplein,Apartment Paramariboplein 2 2,1058 AS (Westindische Buurt),2800,97,6,Interior is not available,Lovely apartment for rent in Amsterdam with 5 bedrooms in the Westindische Buurt district.,02-09-2022,consultation,Specifics are not available,Good,280,Apartment,Existing building,1929,Location type is not available,5,2,2,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/ac4ef272/amsterdam/wij-makelaardij/request-details,2022-09-03
https://www.pararius.com/house-for-rent/amsterdam/693beb55/madurastraat,House Madurastraat,1094 GE (Indische Buurt West),2595,95,3,Upholstered,MADURASTRAAT (CA.95m2) AMSTERDAM-OOST/DAPPERMARKT  ,01-09-2022,01-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,House,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Present,Present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/693beb55/amsterdam/amsterdam-city-homes/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/01b69b03/minervaplein,Apartment Minervaplein,1077 TR (Apollobuurt),2850,111,3,Furnished,We are proud to offer this spacious one bedroom apartment at the 3rd floor in one of the best locations in Amsterdam Zuid. The apartment is situated on the 3rd floor floor of a stately listed block of apartments. The block is very well maintained and has a lift.,3 weeks,Not available to book,Specifics are not available,Excellent,320,Apartment,Existing building,1926,Location type is not available,1,1,1,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/01b69b03/amsterdam/city-housing-amsterdam/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/7db3a532/hillegomstraat,Apartment Hillegomstraat 32 2,1058 LT (Hoofddorppleinbuurt),2800,85,4,Furnished,NOT SUITABLE FOR 2 OR 3 SHARERS,2 weeks,Not available to book,Specifics are not available,Excellent,230,Apartment,Existing building,1900,Location type is not available,3,1,3,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/7db3a532/amsterdam/van-huis-uit-makelaars/request-details,2022-09-03
https://www.pararius.com/house-for-rent/amsterdam/91ec8a13/kantershof,House Kantershof 27,"1104 GB (Bijlmer Oost (E,G,K))",1450,93,4,Interior is not available,"Lovely upholstered house with garden for rent in Amsterdam with 3 bedrooms in the Bijlmer Oost (E,G,K) district.",01-09-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,House,Existing building,1974,Location type is not available,3,1,Number of floors is not available,Not present,Present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/91ec8a13/amsterdam/heimstaden/request-details,2022-09-03
https://www.pararius.com/studio-for-rent/amsterdam/a6403562/krommertstraat,Studio Krommertstraat,1056 TS (Geuzenbuurt),1150,25,1,Furnished,This studio is only available for one person.   ,01-09-2022,13-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Studio,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/a6403562/amsterdam/expats-amsterdam-rentals-2/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/c97b8ccb/john-blankensteinstraat,Apartment John Blankensteinstraat,1095 MB (Zeeburgereiland/Nieuwe Diep),1500,50,2,Furnished,This apartment is suitable for a single expat.   ,01-09-2022,27-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/c97b8ccb/amsterdam/expats-amsterdam-rentals-2/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/427d4396/herenstraat,Apartment Herenstraat 4 C,1015 CA (Grachtengordel-West),1950,55,2,Furnished,"Renovated 2 room (1 bedroom) apartment with balcony, in the center of Amsterdam.",01-09-2022,01-10-2022,Specifics are not available,Good,165,Apartment,Existing building,1906,In the city centre,1,1,1,Present,Not present,Not present,Parkeerplaats,Yes,https://www.pararius.com/contact/427d4396/amsterdam/ehr-amsterdam-2/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/5d526849/tweede-jacob-van-campenstraat,Apartment Tweede Jacob van Campenstraat 94 HS-L,1073 XW (Oude Pijp),1750,42,2,Furnished,To rent from 1st of October. For a maximum term of 8 months,01-09-2022,01-10-2022,Specifics are not available,Good,126,Apartment,Existing building,1883,Location type is not available,1,1,1,Present,Present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/5d526849/amsterdam/ehr-amsterdam-2/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/e5ee6637/eerste-helmersstraat,Apartment Eerste Helmersstraat 121 1,1054 DN (Helmersbuurt),2250,80,2,Furnished,Bright spacious apartment in the popular Helmersbuurt!,01-09-2022,09-09-2022,Specifics are not available,Good,225,Apartment,Existing building,1895,Location type is not available,1,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/e5ee6637/amsterdam/parker-williams-real-estate-services/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/ef42ceb8/buiksloterweg,Apartment Buiksloterweg 35 A,1031 CD (Volewijck),2650,110,3,Furnished,"Excellent, modern, well insulated (energy label A++!) two bedroom house divided over two floors with great terrace on super location a few minutes walk from Buiksloterweg ferry. Easy access to the city center with a big terrace and spacious free-standing newly finished home make this house an excellent option for a couple or small family. Finished to a high standard with epoxy flooring, A-Grade appliances, and excellent lighting.",01-09-2022,Not available to book,Specifics are not available,Excellent,315,Apartment,Existing building,2016,Location type is not available,2,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/ef42ceb8/amsterdam/amsterdam-beautiful-property-rental/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/99af96d6/marco-polostraat,Apartment Marco Polostraat,1057 WR (Hoofdweg e.o.),1850,55,2,Furnished,"Magnificently renovated 2,5 room apartment located in one of the most beautiful streets of the baarsjes.   ",01-09-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/99af96d6/amsterdam/expats-amsterdam-rentals-2/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/7ccde157/rustenburgerstraat,Apartment Rustenburgerstraat 145,1073 EX (Nieuwe Pijp),2450,87,3,Upholstered,-- ENG BELOW -- ,01-09-2022,14-10-2022,Specifics are not available,Good,295,Apartment,Existing building,1909,In the city centre,2,1,2,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/7ccde157/amsterdam/amsterdam-wonen-2/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/256f4ada/frederiksplein,Apartment Frederiksplein 24 3,1017 XM (De Weteringschans),2450,95,3,Furnished,Amazing furnished 2 bedroom apartment at Frederiksplein!,01-09-2022,01-10-2022,Specifics are not available,Upkeep is not available,295,Apartment,Existing building,1905,Location type is not available,2,1,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/256f4ada/amsterdam/parker-williams-real-estate-services/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/97110263/karel-du-jardinstraat,Apartment Karel du Jardinstraat 45 1,1072 SG (Nieuwe Pijp),2100,60,2,Furnished,Please be aware that viewings can only be booked by responding online on this advertisement. It is not possible to schedule a viewing by phone.,01-09-2022,03-10-2022,Specifics are not available,Upkeep is not available,180,Apartment,Existing building,1917,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/97110263/amsterdam/amsterdam-housing/request-details,2022-09-03
https://www.pararius.com/house-for-rent/amsterdam/79cb8f5b/pieter-a-van-heijningestraat,House Pieter A. van Heijningestraat 3,1035 SV (Kadoelen),2000,98,4,Furnished,PLEASE NOTE: AVAILABLE FOR A MINIMUM AND A MAXIMUM OF 7 MONTHS (until 30-04-2023)!,01-09-2022,01-10-2022,Specifics are not available,Good,248,House,Existing building,1990,Location type is not available,3,1,3,Not present,Present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/79cb8f5b/amsterdam/makelaarshuis-amsterdam-zaanstad/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/0dd70b58/amstel,Apartment Amstel,1018 EK (Weesperbuurt/Plantage),1900,75,2,Furnished,Beautiful furnished apartment for rent in Amsterdam with 1 bedroom in the Weesperbuurt/Plantage district.,01-09-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/0dd70b58/amsterdam/spot-relocations-amsterdam/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/d89fbdc5/middenweg,Apartment Middenweg,1098 AE (Middenmeer),3800,154,5,Furnished,Spacious furnished apartment with garden for rent in Amsterdam with 4 bedrooms in the Middenmeer district.,01-09-2022,14-11-2022,Specifics are not available,Excellent,385,Apartment,Existing building,1960,Location type is not available,4,1,2,Present,Present (47 m²),Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/d89fbdc5/amsterdam/i-housing/request-details,2022-09-03
https://www.pararius.com/apartment-for-rent/amsterdam/62acd338/herengracht,Apartment Herengracht 579 3,1017 CD (Grachtengordel-Zuid),3950,130,3,Upholstered or furnished,Stunning penthouse at one of the prime parts of the Amsterdam Canal area. ,01-09-2022,01-11-2022,Monumental building,Excellent,305,Apartment,Existing building,1710,Location type is not available,2,2,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/62acd338/amsterdam/parker-williams-real-estate-services/request-details,2022-09-03
