URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN SQ METRE,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS,TIMESTAMP
https://www.pararius.com/apartment-for-rent/rotterdam/aa5071e2/houtlaan,Apartment Houtlaan,3016 DA (Nieuwe Werk),2250,91,3,Upholstered,"Unfurnished, trendy 2 bedroom apartments located on the 48th floor with balcony in the Zalmhaventoren in Rotterdam!  ",02-08-2022,10-08-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2019,Location type is not available,2,Number of bathrooms is not available,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/aa5071e2/rotterdam/rotterdam-apartments/request-details,2022-08-03 17:37:13
https://www.pararius.com/apartment-for-rent/rotterdam/9c02fc19/meidoornsingel,Apartment Meidoornsingel 87 B,3053 BL (Schiebroek),1295,75,3,Interior is not available,For rent a nice 3 room apartment on the 1st floor at the Meidoornsingel in Rotterdam / Schiebroek. The house has a bright spacious living room with an adjacent sunny balcony and a beautiful view of a green environment. The apartment has 2 spacious bedrooms. The bathroom was recently renovated and is adjacent to the master bedroom. The kitchen is separate from the living room and is equipped with the necessary equipment. In the basement there is a large storage room / bicycle shed,02-08-2022,consultation,Specifics are not available,Upkeep is not available,202,Apartment,Existing building,1956,On a quiet road,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/9c02fc19/rotterdam/rent-a-stone/request-details,2022-08-03 17:37:14
https://www.pararius.com/apartment-for-rent/rotterdam/734af4bb/insulindestraat,Apartment Insulindestraat 229 B,3038 JP (Bergpolder),1275,55,2,Furnished,Nice furnished apartment with garden for rent in Rotterdam with 1 bedroom in the Bergpolder district.,02-08-2022,01-10-2022,Specifics are not available,Excellent,140,Apartment,Existing building,1937,in a residential area,1,1,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/734af4bb/rotterdam/viadaan-nijmegen/request-details,2022-08-03 17:37:15
https://www.pararius.com/apartment-for-rent/rotterdam/d6dc07a2/klein-coolstraat,Apartment Klein-Coolstraat,3033 XS (Provenierswijk),1475,88,3,Upholstered,"Beautiful and spacious unfurnished (upholstered) 3-room apartment on the 1st and 2nd floor. The property is situated in the middle of the City Centre, a stone's throw from the Central Station. This location can easily be called PERFECT!  ",02-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1906,Location type is not available,2,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/d6dc07a2/rotterdam/interhouse-verhuurmakelaars-rotterdam/request-details,2022-08-03 17:37:16
https://www.pararius.com/house-for-rent/rotterdam/e4bcd00f/maashaven-n-z,House Maashaven N.z.,3072 AE (Katendrecht),2495,210,8,Upholstered,"It's a view in a million. One that never bores: Katendrecht with the Rijnhaven, Maashaven, ships on the Maas, the high-rise icons of the city. What a place to live in Rotterdam this is. Here, in the Green Cape, Rotterdam still feels like the port city of yesteryear with its raw edges. But then combined with the comfort and luxury of today. What makes this house extra special is that it is a recently completed new-build home: ready to add the finishing touch to your own taste. Including your outdoor area such as backyard, balcony and roof terrace.  ",29-07-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,House,Existing building,2021,Location type is not available,5,2,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/e4bcd00f/rotterdam/interhouse-verhuurmakelaars-rotterdam/request-details,2022-08-03 17:37:17
https://www.pararius.com/apartment-for-rent/rotterdam/a381376b/vierambachtsstraat,Apartment Vierambachtsstraat,3022 AG (Nieuwe Westen),775,26,1,Upholstered,"Bright studio at the Vierambachtsstraat in the Delfshaven district for rent. The accommodation is rented in decorated condition and is situated on the first floor. The city centre is reachable in 7 minutes by bike and in 10 minutes by public transport. In short distance you can find several shops, restaurants, supermarket and the tram stop a few steps away.",02-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/a381376b/rotterdam/perfectrent-rotterdam/request-details,2022-08-03 17:37:18
https://www.pararius.com/apartment-for-rent/rotterdam/a16d47e3/bergselaan,Apartment Bergselaan,3038 CB (Bergpolder),1275,66,2,Furnished,"Nicely furnished 1 bedroom apartment. Centrally located, near various public transport options and shops. Layout",02-08-2022,30-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1933,Location type is not available,1,Number of bathrooms is not available,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/a16d47e3/rotterdam/rotterdam-apartments/request-details,2022-08-03 17:37:19
https://www.pararius.com/apartment-for-rent/rotterdam/d20bfc6c/schiedamse-vest,Apartment Schiedamse Vest,3011 BD (Stadsdriehoek),1495,75,3,Upholstered,"Beautiful, modern and well maintained 3-room apartment on the 2nd floor of a neat complex in the center. The location is nothing short of amazing! Witte de Withstraat, Leuvehaven, Coolsingel: everything can be found in the immediate vicinity!  ",02-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/d20bfc6c/rotterdam/interhouse-verhuurmakelaars-rotterdam/request-details,2022-08-03 17:37:20
https://www.pararius.com/apartment-for-rent/rotterdam/efe8dae3/muurbloemstraat,Apartment Muurbloemstraat 54,3053 EK (Schiebroek),1175,76,3,Upholstered,Beautiful upholstered apartment with balcony for rent in Rotterdam with 2 bedrooms in the Schiebroek district.,02-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2001,Location type is not available,2,1,Number of floors is not available,Present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/efe8dae3/rotterdam/fonzt/request-details,2022-08-03 17:37:21
https://www.pararius.com/apartment-for-rent/rotterdam/6715b388/noorderhavenkade,Apartment Noorderhavenkade 38 A,3038 XJ (Bergpolder),1595,75,2,Furnished,"As per October, this fully furnished apartment with spacious garden on the Noorderhavenkade in the popular Blijdorp is available for rent.",02-08-2022,01-10-2022,Specifics are not available,Excellent,189,Apartment,Existing building,1934,Location type is not available,1,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/6715b388/rotterdam/tweelwonen-nl-rotterdam/request-details,2022-08-03 17:37:22
https://www.pararius.com/room-for-rent/rotterdam/a5cbc3bd/oostmaaslaan,Room Oostmaaslaan,3063 AP (Struisenburg),895,20,1,Upholstered or furnished,ROTTERDAM Kralingen: studio on a GREAT location near the Erasmus University. ,02-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Room,Construction type is not available,Constructed year is not available,Location type is not available,Number of bedrooms is not available,Number of bathrooms is not available,Number of floors is not available,Details of balcony is not available,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/a5cbc3bd/rotterdam/rental-rotterdam/request-details,2022-08-03 17:37:23
https://www.pararius.com/apartment-for-rent/rotterdam/847e22ab/gedempte-zalmhaven,Apartment Gedempte Zalmhaven,3016 DT (Nieuwe Werk),2595,86,3,Furnished,"AMAZING, LUXURIOUS 2-BEDROOM APARTMENT AVAILABLE LOCATED IN THE SPECTACULAR ZALMHAVEN TOWER WITH FANTASTIC VIEWS!",02-08-2022,Not available to book,Specifics are not available,Excellent,232,Apartment,Existing building,2022,On a quiet road,2,1,1,Present,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/847e22ab/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,2022-08-03 17:37:24
https://www.pararius.com/apartment-for-rent/rotterdam/4fb7cf62/suze-groeneweglaan,Apartment Suze Groeneweglaan,3021 DS (Middelland),1750,100,3,Furnished,Fantastic and fully furnished 2-bedroom apartment available located within walking distance of Central station.,02-08-2022,01-09-2022,Specifics are not available,Good,260,Apartment,Existing building,1994,Open area,2,Number of bathrooms is not available,1,Present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/4fb7cf62/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,2022-08-03 17:37:25
https://www.pararius.com/apartment-for-rent/rotterdam/77a49993/bakkerstraat,Apartment Bakkerstraat 43 B,3082 HB (Oud Charlois),1175,94,4,Upholstered,"This spacious 4-room apartment is situated at the first and second floor. Within a few minitues you will be at the centre of the city Rotterdam. Also all the facilities are within reach, as schools, shops etc. Make an appointment to view the apartment as soon as possible and be suprised!",02-08-2022,Not available to book,Specifics are not available,Good,280,Apartment,Existing building,1915,Location type is not available,3,1,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/77a49993/rotterdam/immobilia-real-estate-2/request-details,2022-08-03 17:37:26
https://www.pararius.com/apartment-for-rent/rotterdam/17186185/laan-op-zuid,Apartment Laan op Zuid 636,3071 AB (Kop van Zuid - Entrepot),1350,98,3,Upholstered or furnished,"*Unfortunately, this house cannot be shared and is not suitable for students. Applications by students and/or home sharers will not be processed.",02-08-2022,12-08-2022,Specifics are not available,Good,315,Apartment,Existing building,2000,in a residential area,2,1,1,Not present,Details of garden is not available,Present,Inpandig,Yes,https://www.pararius.com/contact/17186185/rotterdam/stad-en-land-makelaars/request-details,2022-08-03 17:37:27
https://www.pararius.com/apartment-for-rent/rotterdam/e66fa156/wijnbrugstraat,Apartment Wijnbrugstraat 108,3011 XW (Stadsdriehoek),1995,100,3,Upholstered or furnished,This stylish and spacious Loft apartment on the 9th floor has a great view over the city and is located on the tip of the Wijnhaveneiland in the middle and in the bustling heart of Rotterdam in the unique residential building The Red Apple.,02-08-2022,01-10-2022,Specifics are not available,Excellent,270,Apartment,Existing building,2009,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/e66fa156/rotterdam/tweelwonen-nl-rotterdam/request-details,2022-08-03 17:37:28
