URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN SQ METRE,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS,TIMESTAMP
https://www.pararius.com/apartment-for-rent/rotterdam/b333a76e/geertsemastraat,Apartment Geertsemastraat,3038 XA (Bergpolder),1250,52,2,Upholstered,"ROTTERDAM BERGPOLDER: Modern ground floor apartment with SUNNY backyard and open kitchen, located in a SUPER location!",22-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,140,Apartment,Existing building,1933,Location type is not available,1,1,1,Not present,"Present (62 m², located on the north-west)",Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/b333a76e/rotterdam/rental-rotterdam/request-details,2022-08-22 20:15:39
https://www.pararius.com/apartment-for-rent/rotterdam/c8ec603c/bergstraat,Apartment Bergstraat,3035 TD (Oude Noorden),1195,60,2,Upholstered,ROTTERDAM OUDE NOORDEN: Completely RENOVATED 2-room apartment with 2 BALCONIES and a living area of approx. 60m2 in a QUIET side street of the Noordsingel!,22-08-2022,01-11-2022,Specifics are not available,Upkeep is not available,156,Apartment,Existing building,1943,Location type is not available,1,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/c8ec603c/rotterdam/rental-rotterdam/request-details,2022-08-22 20:15:41
https://www.pararius.com/apartment-for-rent/rotterdam/e3e8c1a0/groshansstraat,Apartment Groshansstraat,3023 SB (Nieuwe Westen),1050,50,2,Upholstered,ROTTERDAM HET NIEUWE WESTEN; Recently fully renovated apartment with 1 bedroom. The property has a living area of approx. 50m2 and is located on the first floor of a characteristic building.,22-08-2022,01-10-2022,Specifics are not available,Upkeep is not available,125,Apartment,Existing building,1922,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/e3e8c1a0/rotterdam/rental-rotterdam/request-details,2022-08-22 20:15:43
https://www.pararius.com/apartment-for-rent/rotterdam/f00837a3/crooswijkseweg,Apartment Crooswijkseweg,3034 HG (Oud Crooswijk),1400,71,3,Upholstered,"ROTTERDAM CROOSWIJK: Renovated 2 bedroom apartment with modern kitchen, located on the first floor. The apartment is available directly! ",21-08-2022,Not available to book,Specifics are not available,Upkeep is not available,149,Apartment,Existing building,1895,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/f00837a3/rotterdam/rental-rotterdam/request-details,2022-08-22 20:15:44
https://www.pararius.com/apartment-for-rent/rotterdam/36b06697/admiraal-de-ruyterweg,Apartment Admiraal de Ruyterweg,3031 AA (Rubroek),1295,55,3,Upholstered,"ROTTERDAM CITY CENTER: Completely RENOVATED 2 bedroom apartment located on the first floor, available as of 01-10-2022!",21-08-2022,01-10-2022,Specifics are not available,Upkeep is not available,143,Apartment,Existing building,1954,Location type is not available,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/36b06697/rotterdam/rental-rotterdam/request-details,2022-08-22 20:15:45
https://www.pararius.com/apartment-for-rent/rotterdam/94f5d4d6/1e-pijnackerstraat,Apartment 1e Pijnackerstraat 89 A,3035 GN (Oude Noorden),1850,80,2,Upholstered or furnished,"A renovated studio apartment. The studio apartment is located in a bustling residential area in Rotterdam North. Public transport (bus, tram and train) is within walking distance. Schools, supermarkets and shopping center are in the vicinity.   ",20-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/94f5d4d6/rotterdam/danka-consultancy/request-details,2022-08-22 20:15:46
https://www.pararius.com/apartment-for-rent/rotterdam/d5d838df/zweedsestraat,Apartment Zweedsestraat,3028 TM (Oud Mathenesse),1250,83,5,Upholstered,ENVIRONMENT:,20-08-2022,Not available to book,Specifics are not available,Excellent,249,Apartment,Existing building,1938,in a residential area,4,Number of bathrooms is not available,1,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/d5d838df/rotterdam/bosscha-makelaardij-haarlem/request-details,2022-08-22 20:15:48
https://www.pararius.com/apartment-for-rent/rotterdam/0de754ac/atjehstraat,Apartment Atjehstraat 12 A,3072 ZD (Katendrecht),1290,60,3,Furnished,"Uniquel! On the vibrant and fancy Katendrecht we offer you this fully furnished  2 bedroom appartment with views of the high rise buildings of the Wilhelminapier. The 2-bedroom appartement is on the ground floor and is recently complete renovated and beautiful decorated. With a kitchen equipped with granite counters, bathroom, C.V. boiler, floor, spotlights and all furniture!",20-08-2022,consultation,Specifics are not available,Good,150,Apartment,Existing building,1900,Location type is not available,2,Number of bathrooms is not available,1,Not present,Not present,Present,Vrijstaand steen,Yes,https://www.pararius.com/contact/0de754ac/rotterdam/ooms-makelaars-woningen/request-details,2022-08-22 20:15:49
https://www.pararius.com/apartment-for-rent/rotterdam/5f070574/hooidrift,Apartment Hooidrift,3023 KV (Nieuwe Westen),1295,35,2,Upholstered,Unfurnished 2 room apartment in a quiet side street of the Mathenesserlaan. Various shops and eateries within walking distance and you can reach the center of Rotterdam within 10 minutes by bike or public transport.   ,19-08-2022,01-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1904,Location type is not available,1,Number of bathrooms is not available,Number of floors is not available,Not present,Present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/5f070574/rotterdam/rotterdam-apartments/request-details,2022-08-22 20:15:50
https://www.pararius.com/apartment-for-rent/rotterdam/d8ac43a4/churchillplein,Apartment Churchillplein,3011 EW (Stadsdriehoek),1575,80,2,Furnished,"Furnished apartment with 3 rooms situated on the 7th floor in a well-maintained complex ""De Nieuwe Veste"" on the Westblaak, you live here right in the center with all amenities, shops, museums, restaurants and catering establishments just a stone's throw away.",19-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,192,Apartment,Existing building,1981,Location type is not available,1,1,1,Not present,Details of garden is not available,Present,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/d8ac43a4/rotterdam/linda-housing/request-details,2022-08-22 20:15:51
https://www.pararius.com/apartment-for-rent/rotterdam/28e599f5/snellinckstraat,Apartment Snellinckstraat,3021 WC (Middelland),1450,100,5,Shell,"For rent immediately. Very spacious double upper house near the center, near Erasmus MC. This 5 room apartment is located on the Snellinckstraat in Rotterdam. The apartment is located on the 2nd and 3rd floor and has a total area of approximately 110 m2. ",19-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,On a quiet road,3,2,1,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/28e599f5/rotterdam/vlogmakelaars/request-details,2022-08-22 20:15:52
https://www.pararius.com/apartment-for-rent/rotterdam/c730cce6/kortebrantstraat,Apartment Kortebrantstraat,3031 PN (Rubroek),1250,65,3,Interior is not available,Important:,19-08-2022,consultation,Specifics are not available,Good,180,Apartment,Existing building,1955,Location type is not available,1,Number of bathrooms is not available,1,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/c730cce6/rotterdam/rebid/request-details,2022-08-22 20:15:53
https://www.pararius.com/apartment-for-rent/rotterdam/2f0bdacb/bergselaan,Apartment Bergselaan,3038 CN (Bergpolder),995,35,2,Upholstered,"Fully renovated studio on the 3rd floor for rent in the Bergpolder district, Rotterdam, 35m2, with its own facilities, rent includes gas, water, electricity, internet. Available from September 15, 2022 for a minimum of 1 year.   ",19-08-2022,15-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/2f0bdacb/rotterdam/maashave-vastgoedbeheer-b-v/request-details,2022-08-22 20:15:54
https://www.pararius.com/apartment-for-rent/rotterdam/69f3ef95/prins-hendrikkade,Apartment Prins Hendrikkade,3071 KE (Noordereiland),1350,80,3,Interior is not available,Apartment with balcony for rent in Rotterdam with 2 bedrooms in the Noordereiland district.,19-08-2022,consultation,Protected townscape,Good,216,Apartment,Existing building,1935,Location type is not available,2,1,2,Present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/69f3ef95/rotterdam/voorberg-nvm-makelaars/request-details,2022-08-22 20:15:56
https://www.pararius.com/apartment-for-rent/rotterdam/93992a00/handelsplein,Apartment Handelsplein 38,3071 PR (Kop van Zuid - Entrepot),2000,160,4,Interior is not available,Apartment with garden for rent in Rotterdam with 3 bedrooms in the Kop van Zuid - Entrepot district.,19-08-2022,01-10-2022,Monumental building,Good,410,Apartment,Existing building,1879,Location type is not available,3,1,3,Not present,Present (35 m²),Present,Inpandig,Yes,https://www.pararius.com/contact/93992a00/rotterdam/stad-en-land-makelaars/request-details,2022-08-22 20:15:57
https://www.pararius.com/apartment-for-rent/rotterdam/4c6dc2dd/provenierssingel,Apartment Provenierssingel,3033 EN (Provenierswijk),1395,70,3,Upholstered,Ground floor:,19-08-2022,Not available to book,Specifics are not available,Upkeep is not available,189,Apartment,Existing building,1898,Location type is not available,2,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/4c6dc2dd/rotterdam/rent-an-apartment-rotterdam/request-details,2022-08-22 20:16:00
