URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN SQ METRE,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS,TIMESTAMP
https://www.pararius.com/apartment-for-rent/rotterdam/7ae6cf5f/drinkwaterweg,Apartment Drinkwaterweg 58,3063 JC (De Esch),1350,70,4,Upholstered,"FOR RENT: Perfectly located, well-maintained partly furnished 3-room apartment with sunny balcony (southwest) with a unique view of the Nieuwe Maas and large storage room in the basement. The center of Rotterdam is just around the corner, just 10 minutes by bike and a stone's throw away is the Erasmus University. Several sports clubs including a skating rink, Het Kralings Swimming Pool and various football clubs are in the vicinity, as is the protected nature reserve 'De Eschpolder'. The apartment is conveniently located for Ring Rotterdam and public transport.",02-09-2022,consultation,Specifics are not available,Good,216,Apartment,Existing building,1989,Location type is not available,2,1,1,Present,Not present,Present,Inpandig,Yes,https://www.pararius.com/contact/7ae6cf5f/rotterdam/kolpa-van-der-hoek-makelaars/request-details,2022-09-04
https://www.pararius.com/apartment-for-rent/rotterdam/5899f714/blaak,Apartment Blaak 576,3011 TA (Stadsdriehoek),1295,74,2,Upholstered,Please request a viewing on our own website.,02-09-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/5899f714/rotterdam/liv-residential-amsterdam-4/request-details,2022-09-04
https://www.pararius.com/apartment-for-rent/rotterdam/f318ab1f/straatweg,Apartment Straatweg 44 C,3051 BG (Hillegersberg Zuid),1400,94,5,Upholstered,Lovely apartment with balcony for rent in Rotterdam with 3 bedrooms in the Hillegersberg Zuid district.,02-09-2022,consultation,Specifics are not available,Good,273,Apartment,Existing building,1923,in a residential area,3,1,3,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/f318ab1f/rotterdam/kolpa-van-der-hoek-makelaars/request-details,2022-09-04
https://www.pararius.com/apartment-for-rent/rotterdam/965da36a/sint-janshaven,Apartment Sint-Janshaven,3087 ED (Oud Charlois),1425,77,3,Furnished,"Newly renovated apartment on the river '' de Maas '' in the Dok tower. Spacious balcony. Free parking in front of the door, water taxi around the corner, bus and tram at 5 minutes walk, close to various roads and the Maas tunnel. within 8 minutes you are in the center of Rotterdam.   ",02-09-2022,01-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1988,Location type is not available,2,Number of bathrooms is not available,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/965da36a/rotterdam/rotterdam-apartments/request-details,2022-09-04
https://www.pararius.com/house-for-rent/rotterdam/7fb34783/straatweg,House Straatweg,3051 BM (Hillegersberg Zuid),1650,70,3,Furnished,Neatly furnished ground floor apartment located on the popular Straatweg in Hillegersberg. This 2 bedroom apartment with garden at the rear is located on the ground floor and has its own entrance. Near shops and public transport. Rotterdam North station is 600m away.   ,01-09-2022,01-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,House,Existing building,1903,Location type is not available,2,Number of bathrooms is not available,Number of floors is not available,Not present,Present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/7fb34783/rotterdam/rotterdam-apartments/request-details,2022-09-04
https://www.pararius.com/apartment-for-rent/rotterdam/72a157a8/joost-van-geelstraat,Apartment Joost van Geelstraat,3021 VK (Middelland),1300,70,2,Upholstered,Beautiful upholstered apartment with balcony for rent in Rotterdam with 1 bedroom in the Middelland district.,01-09-2022,consultation,Specifics are not available,Good,217,Apartment,Existing building,1903,Location type is not available,1,1,1,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/72a157a8/rotterdam/voorberg-nvm-makelaars/request-details,2022-09-04
https://www.pararius.com/apartment-for-rent/rotterdam/1b757c3f/joost-van-geelstraat,Apartment Joost van Geelstraat,3021 VJ (Middelland),1350,70,3,Upholstered,Beautiful upholstered apartment with balcony for rent in Rotterdam with 2 bedrooms in the Middelland district.,01-09-2022,consultation,Specifics are not available,Good,217,Apartment,Existing building,1903,Location type is not available,2,1,1,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/1b757c3f/rotterdam/voorberg-nvm-makelaars/request-details,2022-09-04
https://www.pararius.com/apartment-for-rent/rotterdam/72ec320c/walenburgerplein,Apartment Walenburgerplein,3039 AM (Provenierswijk),1550,73,3,Furnished,Beautiful furnished apartment for rent in Rotterdam with 2 bedrooms in the Provenierswijk district.,01-09-2022,consultation,Specifics are not available,Good,229,Apartment,Existing building,1979,in a residential area,2,Number of bathrooms is not available,1,Details of balcony is not available,Not present,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/72ec320c/rotterdam/j-j-h-vastgoed-beheer/request-details,2022-09-04
https://www.pararius.com/apartment-for-rent/rotterdam/8684a014/stadhoudersweg,Apartment Stadhoudersweg,3039 CK (Blijdorp),1695,114,4,Shell,"Newly renovated 4-room apartment at the Stadhoudersweg in the Noord district for rent. The accommodation is rented in partly decorated condition and is situated on the second and third floor. The city centre is reachable in 5 minutes by bike and in 8 minutes by public transport. In short distance you can find the popular Bergweg with several restaurants, bars, shops, supermarkets and the tram stop, the train station Rotterdam North and the highway are both also easily to reach. ",01-09-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,3,1,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/8684a014/rotterdam/perfectrent-rotterdam/request-details,2022-09-04
https://www.pararius.com/apartment-for-rent/rotterdam/32a7686f/borgesiusstraat,Apartment Borgesiusstraat,3038 TB (Bergpolder),850,50,2,Shell,Nice 2 room apartment on the 1st floor in the cozy Bergpolder. Located near roads and near the center. Public transport in the immediate vicinity.,01-09-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,Number of bathrooms is not available,Number of floors is not available,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/32a7686f/rotterdam/benhousing/request-details,2022-09-04
https://www.pararius.com/apartment-for-rent/rotterdam/ce5fca8c/schiedamsesingel,Apartment Schiedamsesingel,3012 BA (Cool),1215,54,2,Upholstered,"Nice 2-room apartment at the Schiedamsesingel in the centre district for rent. The accommodation is rented in partly decorated condition and is situated on the second floor. In short walking distance you can find the Witte de Withstraat, the heart of the city centre, the Erasmus Bridge as well as the park.",01-09-2022,01-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/ce5fca8c/rotterdam/perfectrent-rotterdam/request-details,2022-09-04
https://www.pararius.com/apartment-for-rent/rotterdam/be1c25e8/koningslaan,Apartment Koningslaan 3,3067 TG (Het Lage Land),2100,93,4,Shell,"A beautiful new apartment complex is located on Koningslaan in a prime location in the green Low Land. The apartment complex is easily accessible and has many amenities nearby. The center of Rotterdam is within cycling distance and the nearest exit road is a 2-minute drive away. To the west of Het Lage Land is the Kralingse Bos, where you can enjoy a lovely walk or dine with a breathtaking view over the Skyline of Rotterdam.   ",01-09-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,3,1,Number of floors is not available,Not present,Not present,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/be1c25e8/rotterdam/niya-vastgoed-beheer-bv/request-details,2022-09-04
https://www.pararius.com/apartment-for-rent/rotterdam/42ef4dd0/tweelingenstraat,Apartment Tweelingenstraat 75,3067 KZ (Oosterflank),1295,80,3,Upholstered,"Very central but quiet located and well maintained 3-room maisonette apartment in the Rotterdam district of Prins Alexander with private entrance and large storage room, sunny balcony, luxury kitchen and a recently renovated bathroom with a walk-in shower.",01-09-2022,15-09-2022,Specifics are not available,Good,190,Apartment,Existing building,1986,Location type is not available,2,1,2,Present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/42ef4dd0/rotterdam/tweelwonen-nl-rotterdam/request-details,2022-09-04
https://www.pararius.com/apartment-for-rent/rotterdam/979c57ad/aelbrechtskade,Apartment Aelbrechtskade 135 B,3023 JG (Nieuwe Westen),1125,52,2,Upholstered,Nice upholstered apartment with balcony for rent in Rotterdam with 1 bedroom in the Nieuwe Westen district.,01-09-2022,consultation,Specifics are not available,Good,135,Apartment,Existing building,1924,Location type is not available,1,Number of bathrooms is not available,1,Present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/979c57ad/rotterdam/ooms-makelaars-woningen/request-details,2022-09-04
https://www.pararius.com/apartment-for-rent/rotterdam/09b66110/eric-kropstraat,Apartment Eric Kropstraat,3071 AE (Kop van Zuid - Entrepot),1500,99,3,Interior is not available,Apartment for rent in Rotterdam with 2 bedrooms in the Kop van Zuid - Entrepot district.,01-09-2022,01-10-2022,Specifics are not available,Good,315,Apartment,Existing building,1991-2000,Location type is not available,2,Number of bathrooms is not available,1,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/09b66110/rotterdam/rebid/request-details,2022-09-04
https://www.pararius.com/apartment-for-rent/rotterdam/00a85c20/s-gravenweg,Apartment 's-Gravenweg,3065 SC ('s-Gravenland),1095,54,2,Shell,Wonderful 2-room apartment at the ‘s-Gravenweg in the Prins Alexander district for rent. The accommodation is rented in shell condition and is situated on the third floor. The city centre is reachable in 15 minutes by bike and in 13 minutes by public transport. Around the corner you can find Metro station Capelsebrug as well as the Spar Supermarket. The Erasmus University or the woods of Kralingen can be reached withing less than 10 minutes by bike.,31-08-2022,01-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/00a85c20/rotterdam/perfectrent-rotterdam/request-details,2022-09-04
https://www.pararius.com/apartment-for-rent/rotterdam/ee0c16c1/heer-danielstraat,Apartment Heer Daniëlstraat,3073 DC (Bloemhof),1545,107,4,Upholstered,Charming upholstered apartment with balcony for rent in Rotterdam with 3 bedrooms in the Bloemhof district.,31-08-2022,Not available to book,Specifics are not available,Good,285,Apartment,Existing building,1927,Location type is not available,3,1,2,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/ee0c16c1/rotterdam/d-s-vastgoed/request-details,2022-09-04
https://www.pararius.com/apartment-for-rent/rotterdam/e7158ced/strevelsweg,Apartment Strevelsweg,3073 DX (Bloemhof),1175,90,4,Upholstered,Large 4 room apartment for rent in Rotterdam Zuid. On walking distance of shops and public transport.,31-08-2022,10-10-2022,Specifics are not available,Upkeep is not available,210,Apartment,Existing building,1960,On a busy road,3,Number of bathrooms is not available,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/e7158ced/rotterdam/rent2you/request-details,2022-09-04
https://www.pararius.com/apartment-for-rent/rotterdam/55ed23d8/sint-jacobsplaats,Apartment Sint-Jacobsplaats,3011 DD (Stadsdriehoek),1400,68,2,Furnished,Very centrally located furnished 1-bedroom apartment with spacious balcony and just a few minutes away from the the popular Markthal. The apartment is located on the ground floor and has a beautiful view over the water.,31-08-2022,05-09-2022,Specifics are not available,Good,177,Apartment,Existing building,1978,Location type is not available,1,1,1,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/55ed23d8/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,2022-09-04
https://www.pararius.com/apartment-for-rent/rotterdam/f81bf68a/mathenesserlaan,Apartment Mathenesserlaan,3021 HB (Middelland),1350,100,3,Furnished,For rent: (pictures will follow) Unique apartment on the 2nd (top) floor of a beautiful monumental building on Mathenesserlaan. It is important to know that the house is shared with the owner of the building. The top floor is not being used and has therefore been made available for rent. The entrance and staircases are shared. This means that owner and tenant will need to respect each others privacy.   ,31-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/f81bf68a/rotterdam/iris-housing-rotterdam/request-details,2022-09-04
https://www.pararius.com/apartment-for-rent/rotterdam/fc79ea15/nieuwe-binnenweg,Apartment Nieuwe Binnenweg 293 B01,3021 GG (Middelland),1500,100,2,Upholstered,See text above.,31-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,New development,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/fc79ea15/rotterdam/kris-kras-nederland/request-details,2022-09-04
https://www.pararius.com/apartment-for-rent/rotterdam/2abe1d56/bredestraat,Apartment Bredestraat,3011 RD (Stadsdriehoek),1350,50,2,Furnished,FOR RENT:,31-08-2022,Not available to book,Specifics are not available,Good,140,Apartment,Existing building,1955,In the city centre,1,1,1,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/2abe1d56/rotterdam/viadaan-nijmegen/request-details,2022-09-04
https://www.pararius.com/house-for-rent/rotterdam/088cb691/molenlaan,House Molenlaan,3055 GB (Molenlaankwartier),2195,134,4,Furnished,_,31-08-2022,consultation,Specifics are not available,Good,310,House,Existing building,Constructed year is not available,Location type is not available,3,1,3,Not present,Present,Present,Vrijstaand hout,Yes,https://www.pararius.com/contact/088cb691/rotterdam/twan-zebregs/request-details,2022-09-04
https://www.pararius.com/apartment-for-rent/rotterdam/3213a11b/kierkegaardstraat,Apartment Kierkegaardstraat,3076 RJ (Lombardijen),1995,90,4,Furnished,"On the beautiful Kierkegaardstraat in the Lombardijen district, we can offer you a spacious 4-room apartment on the second floor! The property has approximately 90m² of living space. Has a balcony at the rear and is fully equipped with insulating glazing in plastic window frames.   ",31-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,3,1,Number of floors is not available,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/3213a11b/rotterdam/sqout-capelle-aan-den-ijssel/request-details,2022-09-04
https://www.pararius.com/apartment-for-rent/rotterdam/0ccaffd4/sint-jobskade,Apartment Sint-Jobskade,3024 EN (Schiemond),1595,92,4,Furnished,Lovely apartment with quiet location on the water including parking!,31-08-2022,Not available to book,Specifics are not available,Good,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,3,1,1,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/0ccaffd4/rotterdam/househunting-randstad/request-details,2022-09-04
https://www.pararius.com/apartment-for-rent/rotterdam/d15ddabb/statensingel,Apartment Statensingel 142 C,3039 LW (Blijdorp),1650,90,4,Furnished,Lovely furnished apartment with balcony for rent in Rotterdam with 2 bedrooms in the Blijdorp district.,31-08-2022,Not available to book,Specifics are not available,Good,270,Apartment,Existing building,1941,Location type is not available,2,1,1,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/d15ddabb/rotterdam/kolpa-van-der-hoek-makelaars/request-details,2022-09-04
