URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN m²,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS,TIMESTAMP
https://www.pararius.com/apartment-for-rent/amsterdam/2dd96f7c/maassluisstraat,Apartment Maassluisstraat,1062 GZ (Westlandgracht),2150,65,3,Furnished,Newly renovated high-floor 2 bedroom apartment with stunning viewings of Amsterdam. The apartment was renovated in 2021 with high-end visually appealing upgrades through-out. The located is in a quite area just outside of the A-10 with a 5 min walk to subway and tram lines.   ,02-08-2022,15-08-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Present,Details of garden is not available,Present,Details of description of the storage is not available,No,https://www.pararius.com/contact/2dd96f7c/amsterdam/propertymanager-amsterdam/request-details,2022-08-03 17:18:08
https://www.pararius.com/apartment-for-rent/amsterdam/d47f37de/maasstraat,Apartment Maasstraat 87 2,1078 HG (Scheldebuurt),2250,67,2,Furnished,AVAILABLE NOW;,02-08-2022,consultation,Specifics are not available,Excellent,201,Apartment,Existing building,1906-1930,Unobstructed view,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/d47f37de/amsterdam/21-zuid-makelaardij/request-details,2022-08-03 17:18:09
https://www.pararius.com/apartment-for-rent/amsterdam/594ebc12/koningin-wilhelminaplein,Apartment Koningin Wilhelminaplein,1062 KS (Westlandgracht),1625,64,2,Interior is not available,Beautiful apartment with balcony for rent in Amsterdam with 1 bedroom in the Westlandgracht district.,02-08-2022,Not available to book,Specifics are not available,Good,166,Apartment,Existing building,2016,Location type is not available,1,Number of bathrooms is not available,1,Present,Details of garden is not available,Details of storage is not available,Garage mogelijk,Yes,https://www.pararius.com/contact/594ebc12/amsterdam/wooove-b-v/request-details,2022-08-03 17:18:10
https://www.pararius.com/apartment-for-rent/amsterdam/9ed6b0fd/stadionplein,Apartment Stadionplein 81,1076 CK (Stadionbuurt),3250,120,4,Upholstered,Stadionplein 81H Amsterdam (approx. 120m²),02-08-2022,Not available to book,Specifics are not available,Upkeep is not available,300,Apartment,Existing building,1931,Location type is not available,3,2,2,Not present,Details of garden is not available,Present,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/9ed6b0fd/amsterdam/holland-home-management/request-details,2022-08-03 17:18:11
https://www.pararius.com/apartment-for-rent/amsterdam/35f5e4ca/klaprozenweg,Apartment Klaprozenweg,1032 KX (Noordelijke IJ-oevers West),1250,45,2,Furnished,"Studio, living room, open kitchen with induction, dishwasher oven/microwave awning for the windows (electric), very well insulated with 3 double glazing, etc. Equipped with bed and cupboard.",02-08-2022,31-08-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/35f5e4ca/amsterdam/find-your-room/request-details,2022-08-03 17:18:12
https://www.pararius.com/house-for-rent/amsterdam/059b8ebd/scheepsbouwweg,House Scheepsbouwweg,1033 DC (Tuindorp Oostzaan),2250,90,4,Upholstered,Lovely upholstered house with garden for rent in Amsterdam with 3 bedrooms in the Tuindorp Oostzaan district.,02-08-2022,01-09-2022,Specifics are not available,Excellent,335,House,Existing building,2019,On a quiet road,3,1,1,Details of balcony is not available,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/059b8ebd/amsterdam/v-amsterdam/request-details,2022-08-03 17:18:13
https://www.pararius.com/apartment-for-rent/amsterdam/883b5a9a/ijselstraat,Apartment IJselstraat 87 H,1078 CG (IJselbuurt),2000,50,3,Upholstered,Beautiful ground floor apartment with 1 bedroom and a large sunny garden. The house is neatly delivered in a modern condition and measures approximately 50m2.,02-08-2022,Not available to book,Specifics are not available,Excellent,150,Apartment,Existing building,1925,in a residential area,1,1,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/883b5a9a/amsterdam/expat-rental-scout-zandvoort/request-details,2022-08-03 17:18:14
https://www.pararius.com/apartment-for-rent/amsterdam/36ff14e6/ijselstraat,Apartment IJselstraat 87 4,1078 CG (IJselbuurt),1900,50,2,Upholstered,Bright and completely renovated apartment with 1 bedroom and a sunny roof terrace of approx. 40m2 with a beautiful view. The house is neat and unfurnished and is approximately 50m2 in size.,02-08-2022,Not available to book,Specifics are not available,Excellent,150,Apartment,Existing building,1925,in a residential area,1,1,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/36ff14e6/amsterdam/expat-rental-scout-zandvoort/request-details,2022-08-03 17:18:15
https://www.pararius.com/apartment-for-rent/amsterdam/04b70163/prinsengracht,Apartment Prinsengracht 776 2,1017 LE (De Weteringschans),1950,70,2,Furnished,Beautiful very spacious apartment with canalview.,02-08-2022,Not available to book,Specifics are not available,Upkeep is not available,210,Apartment,Existing building,1880,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/04b70163/amsterdam/amsterdam-housing/request-details,2022-08-03 17:18:16
https://www.pararius.com/apartment-for-rent/amsterdam/ccd12f90/tweede-jan-steenstraat,Apartment Tweede Jan Steenstraat 44 B,1074 CP (Oude Pijp),2000,55,3,Upholstered,"PLEASE RESPOND BY E-MAIL, TELEPHONE REQUESTS WILL NOT BE PROCESSED.",02-08-2022,01-09-2022,Specifics are not available,Excellent,149,Apartment,Existing building,1900,Location type is not available,2,Number of bathrooms is not available,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/ccd12f90/amsterdam/van-huis-uit-makelaars/request-details,2022-08-03 17:18:17
https://www.pararius.com/apartment-for-rent/amsterdam/0c07cfaa/prinsengracht,Apartment Prinsengracht,1015 DT (Grachtengordel-West),2850,130,3,Upholstered,"Prinsengracht, Amsterdam-Jordaan",02-08-2022,Not available to book,Specifics are not available,Reasonable,350,Apartment,Existing building,1675,Location type is not available,2,1,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/0c07cfaa/amsterdam/inxxx-rentals/request-details,2022-08-03 17:18:18
https://www.pararius.com/apartment-for-rent/amsterdam/f2d4f513/witte-de-withstraat,Apartment Witte de Withstraat,1057 XD (Chassébuurt),2950,137,4,Interior is not available,"This very spacious split level house of 137m2 with a lovely backyard of 15m2 is located in the cozy Baarsjes. This 4-room apartment is playfully laid out, has 3 bedrooms and a spacious living room with open kitchen with beautiful ceiling height and high windows that offer a lot of light.",02-08-2022,consultation,Specifics are not available,Excellent,531,Apartment,Existing building,2007,Location type is not available,3,1,1,Not present,Details of garden is not available,Present,Aangebouwd steen,No,https://www.pararius.com/contact/f2d4f513/amsterdam/me-makelaars-bv/request-details,2022-08-03 17:18:19
https://www.pararius.com/apartment-for-rent/amsterdam/79cd6b66/bertrand-russellstraat,Apartment Bertrand Russellstraat 164,1097 HM (Frankendael),2100,82,3,Furnished,Details:,02-08-2022,Not available to book,Specifics are not available,Upkeep is not available,250,Apartment,Existing building,1992,Location type is not available,2,1,1,Not present,Details of garden is not available,Present,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/79cd6b66/amsterdam/amsterdam-housing/request-details,2022-08-03 17:18:20
https://www.pararius.com/apartment-for-rent/amsterdam/c6387eb8/eerste-schinkelstraat,Apartment Eerste Schinkelstraat 23 H,1075 TV (Schinkelbuurt),3950,150,4,Upholstered,"10 minute walking distance from The British School of Amsterdam, and a corner away from the famous Vondelpark. ",02-08-2022,15-09-2022,Specifics are not available,Upkeep is not available,375,Apartment,Existing building,1934,Location type is not available,3,2,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/c6387eb8/amsterdam/amsterdam-housing/request-details,2022-08-03 17:18:21
https://www.pararius.com/apartment-for-rent/amsterdam/d276a8e9/jacob-obrechtstraat,Apartment Jacob Obrechtstraat,1071 KC (Museumkwartier),2250,60,3,Furnished,"In the best area of Amsterdam, a luxurious furnished apartment for rent on the first floor within walking distance of the Vondelpark.",02-08-2022,consultation,Specifics are not available,Excellent,225,Apartment,Existing building,1906-1930,Location type is not available,2,Number of bathrooms is not available,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/d276a8e9/amsterdam/aha-another-home-abroad/request-details,2022-08-03 17:18:22
https://www.pararius.com/apartment-for-rent/amsterdam/5397f2f1/mary-van-der-sluisstraat,Apartment Mary van der Sluisstraat 272,1095 ME (Zeeburgereiland/Nieuwe Diep),2750,95,3,Interior is not available,AVAILABLE AS OF 1ST OF AUGUST FOR SIX MONTHS - LUXURIOUS FULLY FURNISHED 100M2 TWO-BEDROOM APARTMENT WITHIN A SECURED APARTMENT COMPLEX IN AMSTERDAM EAST,02-08-2022,Not available to book,Specifics are not available,Excellent,247,Apartment,New development,2017,Location type is not available,2,Number of bathrooms is not available,1,Not present,Details of garden is not available,Present,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/5397f2f1/amsterdam/mid-stay-apartments/request-details,2022-08-03 17:18:23
https://www.pararius.com/apartment-for-rent/amsterdam/0fa0ea77/korte-leidsedwarsstraat,Apartment Korte Leidsedwarsstraat,1017 PX (De Weteringschans),1950,85,3,Upholstered,"Korte Leidsedwarsstraat, Amsterdam/ Centrum (appr. 85m2)  € 1950,- Excl. G/W/E",02-08-2022,01-09-2022,Specifics are not available,Good,250,Apartment,Existing building,Before 1906,In the city centre,2,1,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/0fa0ea77/amsterdam/koops-makelaardij-amsterdam-2/request-details,2022-08-03 17:18:24
https://www.pararius.com/apartment-for-rent/amsterdam/1eb6cb79/memeleiland,Apartment Memeleiland,1014 ZL (Houthavens),2200,88,3,Upholstered,"Memeleiland (88m2) Houthavens EUR 2.200,- Excluding G/W/E",02-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/1eb6cb79/amsterdam/expathousing-com-amsterdam/request-details,2022-08-03 17:18:25
https://www.pararius.com/apartment-for-rent/amsterdam/e6d33956/van-ostadestraat,Apartment Van Ostadestraat,1073 TK (Nieuwe Pijp),1895,51,2,Furnished,"Lovely, fully furnished 1 bedroom apartment located in the popular Pijp area, Amsterdam. Small stairs to the front door, hall with toilet, door to the living. Spacious and modern living room, dining area and enough space to work from home.Wooden floors. Half open, modern kitchen with everything you need to cook a nice meal. Good size bedroom at the back side, with double bed, build in wardrobe and double doors to the great and extra wide balcony/terrace. Bathroom with a 2nd toilet, washing machine, sink, cabinet and shower in bathtub.",02-08-2022,01-09-2022,Specifics are not available,Good,133,Apartment,Existing building,1903,Location type is not available,1,2,1,Present,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/e6d33956/amsterdam/a-plus-apartments/request-details,2022-08-03 17:18:26
https://www.pararius.com/apartment-for-rent/amsterdam/f35ae337/zeeburgerkade,Apartment Zeeburgerkade 670,1019 HS (Oostelijk Havengebied),1800,75,3,Furnished,Characteristic two-bedroom apartment with balcony in a renovated monumental warehouse in a lovely part of the east part of the city center!,02-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,180,Apartment,Existing building,1991,Location type is not available,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/f35ae337/amsterdam/parker-williams-real-estate-services/request-details,2022-08-03 17:18:27
https://www.pararius.com/apartment-for-rent/amsterdam/b7ca8a99/burgemeester-hogguerstraat,Apartment Burgemeester Hogguerstraat 347,1064 CR (Slotermeer-Zuidwest),2425,78,4,Upholstered or furnished,"Comfortable living for sharers in Amsterdam West with a stunning view on the Sloterplas recreation area, situated near the beautiful Rembrandtpark, the lively Mercatorplein and just outside the ring road. ",02-08-2022,Not available to book,Specifics are not available,Upkeep is not available,225,Apartment,Existing building,1965,By the water,3,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/b7ca8a99/amsterdam/urban-homies/request-details,2022-08-03 17:18:28
https://www.pararius.com/apartment-for-rent/amsterdam/9cd278ec/paramaribostraat,Apartment Paramaribostraat 156 1,1058 VR (Westindische Buurt),2950,102,4,Upholstered or furnished,"For rent Amsterdam beautiful apartment 102m2: on the first floor is a large living room with open kitchen (fully equipped). Balcony, toilet, hallway with stairs and first bedroom on this floor. On top floor another 2 nice bedrooms, beautiful bathroom including toilet, douche and bath. At the roof is a very sunny, large and private roof terrace.  ",2 weeks,01-09-2022,Specifics are not available,Good,355,Apartment,Existing building,1930,in a residential area,3,1,2,Present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/9cd278ec/amsterdam/viadaan-nijmegen/request-details,2022-08-03 17:18:29
https://www.pararius.com/apartment-for-rent/amsterdam/c4ab6607/laing-s-nekstraat,Apartment Laing's Nekstraat 35 1,1092 GT (Transvaalbuurt),2150,75,3,Upholstered,A tailor made and beautiful designed three bedroom appartment on the first floor of 75m2 in the beautiful Transvaalbuurt (Amsterdam East)  ,02-08-2022,01-11-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/c4ab6607/amsterdam/digipn/request-details,2022-08-03 17:18:30
https://www.pararius.com/apartment-for-rent/amsterdam/42fc12f2/eerste-constantijn-huygensstraat,Apartment Eerste Constantijn Huygensstraat,1054 BR (Helmersbuurt),1335,59,2,Shell,"Eerste Constantijn Huygensstraat (59m2) Old West EUR 1,335.- Exclusive G / W / E:",02-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/42fc12f2/amsterdam/expathousing-com-amsterdam/request-details,2022-08-03 17:18:31
https://www.pararius.com/apartment-for-rent/amsterdam/4e48e60f/egelantiersstraat,Apartment Egelantiersstraat,1015 PS (Jordaan),1650,55,3,Interior is not available,Nice apartment for rent in Amsterdam with 2 bedrooms in the Jordaan district.,02-08-2022,consultation,Specifics are not available,Good,180,Apartment,Existing building,1981-1990,Location type is not available,2,Number of bathrooms is not available,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/4e48e60f/amsterdam/rebid/request-details,2022-08-03 17:18:32
https://www.pararius.com/apartment-for-rent/amsterdam/f0a17d85/reaumurstraat,Apartment Réaumurstraat 45 HS,1097 RE (Frankendael),1995,85,4,Upholstered,"You enter the communal entrance, where you will find the entrance door of the apartment. The spacious hall, where you will also find the separate toilet, leads to the bright living room with open kitchen. The kitchen is delivered with a 5-burner gas stove, combi microwave, extractor hood, fridge / freezer and built-in dishwasher. Through the large French doors you have access to the garden of 35 m2.",02-08-2022,Not available to book,Specifics are not available,Excellent,226,Apartment,Existing building,1924,Location type is not available,2,1,1,Details of balcony is not available,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/f0a17d85/amsterdam/fris-vastgoed-management-amsterdam/request-details,2022-08-03 17:18:33
https://www.pararius.com/apartment-for-rent/amsterdam/9ae6d827/stadionkade,Apartment Stadionkade 40 3,1077 VP (Apollobuurt),2375,114,4,Upholstered,THE APARTMENT CAN NOT BE RENTED FOR HOUSE SHARING AND/OR STUDENTS!  ,02-08-2022,01-09-2022,Specifics are not available,Reasonable,342,Apartment,Existing building,1933,in a residential area,3,1,1,Present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/9ae6d827/amsterdam/huizenbalie-nl/request-details,2022-08-03 17:18:34
https://www.pararius.com/apartment-for-rent/amsterdam/a0bed9dc/van-spilbergenstraat,Apartment Van Spilbergenstraat 89 A,1057 RA (Hoofdweg e.o.),1545,64,2,Upholstered,Please request a viewing on our own website.,02-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/a0bed9dc/amsterdam/liv-residential-amsterdam-4/request-details,2022-08-03 17:18:35
https://www.pararius.com/apartment-for-rent/amsterdam/1cb697c4/sint-willibrordusstraat,Apartment Sint Willibrordusstraat,1073 VD (Nieuwe Pijp),1800,55,2,Furnished,"Sint Willibrordusstraat (55 m2) EUR 1.800 excl. G/W/E, incl. tv/internet",02-08-2022,03-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/1cb697c4/amsterdam/expathousing-com-amsterdam/request-details,2022-08-03 17:18:36
https://www.pararius.com/apartment-for-rent/amsterdam/e4f654aa/piet-gijzenbrugstraat,Apartment Piet Gijzenbrugstraat 30 2,1059 XJ (Hoofddorppleinbuurt),2300,80,3,Upholstered,"Piet Gijzenbrugstraat, Amsterdam/Hoofddorpplein (80 m2) €2300,- Excl. G/W/E",02-08-2022,01-09-2022,Specifics are not available,Good,240,Apartment,Existing building,1930,Location type is not available,2,1,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/e4f654aa/amsterdam/koops-makelaardij-amsterdam/request-details,2022-08-03 17:18:37
https://www.pararius.com/apartment-for-rent/amsterdam/7b237157/kanaalstraat,Apartment Kanaalstraat 114 4,1054 XM (Overtoomse Sluis),1800,50,2,Furnished,"PLEASE RESPOND BY MAIL, TELEPHONE REQUESTS WILL NOT BE PROCESSED.",02-08-2022,05-09-2022,Specifics are not available,Excellent,135,Apartment,Existing building,1900,Location type is not available,1,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/7b237157/amsterdam/van-huis-uit-makelaars/request-details,2022-08-03 17:18:38
https://www.pararius.com/house-for-rent/amsterdam/261616c9/van-breestraat,House Van Breestraat 139 hs,1071 ZL (Museumkwartier),4950,140,5,Upholstered,"We offer this lovely family home located in one of the most beautiful streets of the Museum Quarter (Oud-Zuid). The house is easily accessible both by car and public transport (various tram and bus stops on Van Baerlestraat, De Lairessestraat and Museumplein). In the immediate vicinity you will find a wide variety of luxury shops, nice lunch rooms and cosy restaurants. For daily shopping you can visit the Museumplein or the nearby shopping area of the Cornelis Schuytstraat. For daily relaxation you can visit the Vondelpark which is only a short walk away.",02-08-2022,01-09-2022,Specifics are not available,Good,395,House,Existing building,Before 1906,Location type is not available,3,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/261616c9/amsterdam/dutch-housing-centre-bv/request-details,2022-08-03 17:18:39
https://www.pararius.com/apartment-for-rent/amsterdam/d3395197/milovan-djilasplein,Apartment Milovan Djilasplein 26,"1102 JZ (Bijlmer Centrum (D,F,H))",1850,105,3,Furnished,"No appointments will be made by phone, if interested, first respond with your profile (income and household composition) you will receive an invitation if you are selected",02-08-2022,26-08-2022,Specifics are not available,Good,338,Apartment,Existing building,2010,Location type is not available,2,Number of bathrooms is not available,1,Not present,Details of garden is not available,Present,Box,Yes,https://www.pararius.com/contact/d3395197/amsterdam/linger-og/request-details,2022-08-03 17:18:40
https://www.pararius.com/apartment-for-rent/amsterdam/d1acc4dc/des-presstraat,Apartment Des Présstraat 4 huis,1075 NX (Willemspark),4000,138,4,Upholstered,"This attractive and spacious double house with 3 bedrooms, high ceilings and a beautifully landscaped back garden is located in Amsterdam Oud-Zuid.",02-08-2022,consultation,Specifics are not available,Good,575,Apartment,Existing building,1914,Location type is not available,3,1,2,Not present,Details of garden is not available,Present,Inpandig,Yes,https://www.pararius.com/contact/d1acc4dc/amsterdam/smit-heinen-makelaars-en-taxateurs/request-details,2022-08-03 17:18:41
https://www.pararius.com/apartment-for-rent/amsterdam/9439307c/pieter-de-hoochstraat,Apartment Pieter de Hoochstraat 23 A + PP,1071 ED (Museumkwartier),3000,114,3,Upholstered,"Lovely unfurnished apartment on the ground floor (114 m2) with elevator located on a great location in a well maintained building. Located near the Museumplein and within walking distance of the Vondelpark.  The Pieter de Hoochstraat is a well known street full of beautiful surroundings. Below the building there is a parking space for rent for € 300,- in addition to the rental price of the apartment. ",02-08-2022,consultation,"Accessible for disabled people, accessible for seniors",Good,369,Apartment,Existing building,2000,Location type is not available,2,Number of bathrooms is not available,1,Not present,Details of garden is not available,Present,Inpandig,Yes,https://www.pararius.com/contact/9439307c/amsterdam/makelaarskantoor-carla-van-den-brink/request-details,2022-08-03 17:18:42
